"TokenID","TokenIDPadded","Name","Description","TokenURI","ResolvedMetadataURL","ImageURI","ResolvedImageURL","ReferenceImagePath","DHash","OpenSeaURL","AttributesJSON"
"14","00014","","","ipfs://QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/14","https://ipfs.io/ipfs/QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/14","ipfs://QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/14","https://ipfs.io/ipfs/QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/14","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-145538\reference-images\Light-Cult-Crypto-Club-00014.png","76760e0e16064747","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/14","[{""trait_type"":""Status"",""value"":""Rare""},{""trait_type"":""Collection"",""value"":""Forlorn Unicorn""},{""trait_type"":""Variant"",""value"":""FU - V1""}]"
"15","00015","","","ipfs://QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/15","https://ipfs.io/ipfs/QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/15","ipfs://QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/15","https://ipfs.io/ipfs/QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/15","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-145538\reference-images\Light-Cult-Crypto-Club-00015.png","5278707031525246","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/15","[{""trait_type"":""Background"",""value"":""Pink""},{""trait_type"":""Face"",""value"":""Ship n Bowl""},{""trait_type"":""Hat"",""value"":""Helmet - Purple""}]"
"16","00016","","","ipfs://QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/16","https://ipfs.io/ipfs/QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/16","ipfs://QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/16","https://ipfs.io/ipfs/QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/16","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-145538\reference-images\Light-Cult-Crypto-Club-00016.png","461b3131391b1307","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/16","[{""trait_type"":""Background"",""value"":""Light Blue""},{""trait_type"":""Face"",""value"":""Stegasourous Photo""},{""trait_type"":""Hat"",""value"":""Helmet - Purple""}]"
"17","00017","","","ipfs://QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/17","https://ipfs.io/ipfs/QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/17","ipfs://QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/17","https://ipfs.io/ipfs/QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/17","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-145538\reference-images\Light-Cult-Crypto-Club-00017.png","464613132d070746","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/17","[{""trait_type"":""Status"",""value"":""Rare""},{""trait_type"":""Collection"",""value"":""Chicken Bulb""},{""trait_type"":""Variant"",""value"":""1O - V10""}]"
"18","00018","","","ipfs://QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/18","https://ipfs.io/ipfs/QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/18","ipfs://QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/18","https://ipfs.io/ipfs/QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/18","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-145538\reference-images\Light-Cult-Crypto-Club-00018.png","06070f13130e1b17","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/18","[{""trait_type"":""Background"",""value"":""Mandala 15""},{""trait_type"":""Face"",""value"":""Ship n Bowl""},{""trait_type"":""Hat"",""value"":""Carosoul Crown""},{""trait_type"":""Body"",""value"":""LightBulb M-16""}]"
"19","00019","","","ipfs://QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/19","https://ipfs.io/ipfs/QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/19","ipfs://QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/19","https://ipfs.io/ipfs/QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/19","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-145538\reference-images\Light-Cult-Crypto-Club-00019.png","5a5a3931391b7a70","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/19","[{""trait_type"":""Background"",""value"":""Yellow""},{""trait_type"":""Face"",""value"":""Basic (Light Blue)""},{""trait_type"":""Hat"",""value"":""Fez - Heart Cage""},{""trait_type"":""Body"",""value"":""LightBulb M-16""}]"
"20","00020","","","ipfs://QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/20","https://ipfs.io/ipfs/QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/20","ipfs://QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/20","https://ipfs.io/ipfs/QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/20","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-145538\reference-images\Light-Cult-Crypto-Club-00020.png","6452313139395846","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/20","[{""trait_type"":""Background"",""value"":""Yellow""},{""trait_type"":""Face"",""value"":""Octopus""},{""trait_type"":""Accessory"",""value"":""Groucho Glasses""},{""trait_type"":""Hat"",""value"":""Nurse Hat""}]"
"21","00021","","","ipfs://QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/21","https://ipfs.io/ipfs/QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/21","ipfs://QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/21","https://ipfs.io/ipfs/QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/21","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-145538\reference-images\Light-Cult-Crypto-Club-00021.png","1339393164391307","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/21","[{""trait_type"":""Background"",""value"":""Rainbow""},{""trait_type"":""Face"",""value"":""Basic (Yellow)""},{""trait_type"":""Hat"",""value"":""Police - Grin (Yellow)""}]"
"22","00022","","","ipfs://QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/22","https://ipfs.io/ipfs/QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/22","ipfs://QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/22","https://ipfs.io/ipfs/QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/22","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-145538\reference-images\Light-Cult-Crypto-Club-00022.png","461b3931311b1307","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/22","[{""trait_type"":""Background"",""value"":""Light Blue""},{""trait_type"":""Face"",""value"":""Basic (Light Blue)""},{""trait_type"":""Accessory"",""value"":""Winged Sunglasses""},{""trait_type"":""Hat"",""value"":""Helmet - Purple""}]"
"24","00024","","","ipfs://QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/24","https://ipfs.io/ipfs/QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/24","ipfs://QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/24","https://gateway.pinata.cloud/ipfs/QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/24","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-145538\reference-images\Light-Cult-Crypto-Club-00024.png","080f07070f070f0f","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/24","[{""trait_type"":""Background"",""value"":""Mandala 9""},{""trait_type"":""Face"",""value"":""Smiley Face (Light Blue)""},{""trait_type"":""Body"",""value"":""Sweater Scarf""}]"
"26","00026","","","ipfs://QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/26","https://ipfs.io/ipfs/QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/26","ipfs://QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/26","https://ipfs.io/ipfs/QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/26","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-145538\reference-images\Light-Cult-Crypto-Club-00026.png","5a78313131135246","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/26","[{""trait_type"":""Background"",""value"":""Yellow""},{""trait_type"":""Face"",""value"":""Smiley Face (Yellow)""},{""trait_type"":""Hat"",""value"":""Cowboy Hat""}]"
"27","00027","","","ipfs://QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/27","https://ipfs.io/ipfs/QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/27","ipfs://QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/27","https://gateway.pinata.cloud/ipfs/QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/27","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-145538\reference-images\Light-Cult-Crypto-Club-00027.png","05050939191b1b17","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/27","[{""trait_type"":""Background"",""value"":""Mandala 5""},{""trait_type"":""Face"",""value"":""Smiley Face (Red)""},{""trait_type"":""Hat"",""value"":""Fez - Cathy Cowgirl""},{""trait_type"":""Body"",""value"":""Tanktop Sand""}]"
"28","00028","","","ipfs://QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/28","https://ipfs.io/ipfs/QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/28","ipfs://QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/28","https://ipfs.io/ipfs/QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/28","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-145538\reference-images\Light-Cult-Crypto-Club-00028.png","06070f3113070f0f","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/28","[{""trait_type"":""Background"",""value"":""Mandala 18""},{""trait_type"":""Face"",""value"":""Smiley Face (Light Blue)""},{""trait_type"":""Accessory"",""value"":""Petal Bulb Earrings""},{""trait_type"":""Hat"",""value"":""Fez - StarSkull""}]"
"29","00029","","","ipfs://QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/29","https://ipfs.io/ipfs/QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/29","ipfs://QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/29","https://ipfs.io/ipfs/QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/29","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-145538\reference-images\Light-Cult-Crypto-Club-00029.png","4652782931727e78","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/29","[{""trait_type"":""Background"",""value"":""Pink""},{""trait_type"":""Face"",""value"":""Ugly Ed""},{""trait_type"":""Body"",""value"":""Red Guitar""}]"
"30","00030","","","ipfs://QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/30","https://ipfs.io/ipfs/QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/30","ipfs://QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/30","https://ipfs.io/ipfs/QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/30","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-145538\reference-images\Light-Cult-Crypto-Club-00030.png","000406060e06070f","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/30","[{""trait_type"":""Background"",""value"":""Black""},{""trait_type"":""Face"",""value"":""Cracked Smile""},{""trait_type"":""Body"",""value"":""Sweater Scarf""}]"
"31","00031","","","ipfs://QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/31","https://ipfs.io/ipfs/QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/31","ipfs://QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/31","https://ipfs.io/ipfs/QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/31","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-145538\reference-images\Light-Cult-Crypto-Club-00031.png","060f1331131b0f07","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/31","[{""trait_type"":""Background"",""value"":""Mandala 6""},{""trait_type"":""Face"",""value"":""Smiley Face (Red)""},{""trait_type"":""Accessory"",""value"":""Ear Earrings""}]"
"32","00032","","","ipfs://QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/32","https://ipfs.io/ipfs/QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/32","ipfs://QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/32","https://ipfs.io/ipfs/QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/32","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-145538\reference-images\Light-Cult-Crypto-Club-00032.png","961f111b1b171313","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/32","[{""trait_type"":""Status"",""value"":""Rare""},{""trait_type"":""Collection"",""value"":""Captain CaveLight""},{""trait_type"":""Variant"",""value"":""CC - V4""}]"
"33","00033","","","ipfs://QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/33","https://ipfs.io/ipfs/QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/33","ipfs://QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/33","https://ipfs.io/ipfs/QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/33","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-145538\reference-images\Light-Cult-Crypto-Club-00033.png","1b1b193978391307","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/33","[{""trait_type"":""Background"",""value"":""Rainbow""},{""trait_type"":""Face"",""value"":""Seamonkey Bowl""},{""trait_type"":""Hat"",""value"":""Fez - Heart Lady""}]"
"34","00034","","","ipfs://QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/34","https://ipfs.io/ipfs/QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/34","ipfs://QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/34","https://ipfs.io/ipfs/QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/34","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-145538\reference-images\Light-Cult-Crypto-Club-00034.png","52527078786c7070","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/34","[{""trait_type"":""Status"",""value"":""Rare""},{""trait_type"":""Collection"",""value"":""Starfish""},{""trait_type"":""Variant"",""value"":""PK - 5""}]"
"38","00038","","","ipfs://QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/38","https://ipfs.io/ipfs/QmXpXg2KDaqtFwFutCx11Lib4BJ86RPkUpkxCJJCDSc5SL/38","ipfs://QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/38","https://ipfs.io/ipfs/QmWNWmgdMtxpyofvTSVRFjzTugo71Q6WDy3Wq62pCeawUz/38","D:\github\ron-english-light-cult-0001-1000\data\generated\light-cult-image-match-powershell-only\run-20260514-145538\reference-images\Light-Cult-Crypto-Club-00038.png","050d0f070d0b1b17","https://opensea.io/assets/ethereum/0xbe85fbd182af91290be7293438ae67549638189f/38","[{""trait_type"":""Background"",""value"":""Mandala 16""},{""trait_type"":""Face"",""value"":""Smiley Face (Pink)""},{""trait_type"":""Hat"",""value"":""Fez - Machete""},{""trait_type"":""Body"",""value"":""Tanktop Sand""}]"
